stand_number,phase,area_sqm,cost_per_sqm,total_cost
927,R,400.0,15.0,6000
928,R,400.0,15.0,6000
929,R,400.0,15.0,6000
930,R,399.0,15.0,5985
931,R,398.0,15.0,5970
932,R,396.0,15.0,5940
933,R,397.0,15.0,5955
934,R,397.0,15.0,5955
935,R,397.0,15.0,5955
936,R,397.0,15.0,5955
937,R,396.0,15.0,5940
938,R,396.0,15.0,5940
939,R,670.0,15.0,10050
940,R,725.0,15.0,10875
941,R,400.0,15.0,6000
942,R,400.0,15.0,6000
943,R,400.0,15.0,6000
944,R,400.0,15.0,6000
945,R,400.0,15.0,6000
946,R,400.0,15.0,6000
947,R,522.0,15.0,7830
948,R,373.0,15.0,5595
949,R,464.0,15.0,6960
950,R,483.0,15.0,7245
951,R,400.0,15.0,6000
952,R,400.0,15.0,6000
953,R,400.0,15.0,6000
954,R,393.0,15.0,5895
955,R,400.0,15.0,6000
956,R,400.0,15.0,6000
957,R,630.0,15.0,9450
958,R,462.0,15.0,6930
959,R,407.0,15.0,6105
960,R,400.0,15.0,6000
961,R,400.0,15.0,6000
962,R,400.0,15.0,6000
963,R,400.0,15.0,6000
964,R,652.0,15.0,9780
965,R,400.0,15.0,6000
966,R,378.0,15.0,5670
967,R,407.0,15.0,6105
968,R,400.0,15.0,6000
969,R,400.0,15.0,6000
970,R,400.0,15.0,6000
971,R,401.0,15.0,6015
972,R,397.0,15.0,5955
973,R,400.0,15.0,6000
974,R,400.0,15.0,6000
975,R,400.0,15.0,6000
976,R,378.0,15.0,5670
977,R,389.0,15.0,5835
978,R,378.0,15.0,5670
979,R,400.0,15.0,6000
980,R,400.0,15.0,6000
981,R,397.0,15.0,5955
982,R,400.0,15.0,6000
983,R,400.0,15.0,6000
984,R,400.0,15.0,6000
985,R,400.0,15.0,6000
986,R,407.0,15.0,6105
987,R,392.0,15.0,5880
988,R,400.0,15.0,6000
989,R,400.0,15.0,6000
990,R,400.0,15.0,6000
991,R,400.0,15.0,6000
992,R,400.0,15.0,6000
993,R,400.0,15.0,6000
994,R,400.0,15.0,6000
995,R,400.0,15.0,6000
996,R,599.0,15.0,8985
997,R,377.0,15.0,5655
998,R,377.0,15.0,5655
999,R,400.0,15.0,6000
1000,R,397.0,15.0,5955
1001,R,400.0,15.0,6000
1002,R,400.0,15.0,6000
1003,R,400.0,15.0,6000
1004,R,400.0,15.0,6000
1005,R,400.0,15.0,6000
1006,R,400.0,15.0,6000
1007,R,400.0,15.0,6000
1008,R,400.0,15.0,6000
1009,R,597.0,15.0,8955
1010,R,474.0,15.0,7110
1011,R,406.0,15.0,6090
1012,R,407.0,15.0,6105
1013,R,400.0,15.0,6000
1014,R,400.0,15.0,6000
1015,R,400.0,15.0,6000
1016,R,400.0,15.0,6000
1017,R,400.0,15.0,6000
1018,R,400.0,15.0,6000
1019,R,464.0,15.0,6960
1020,R,567.0,15.0,8505
1021,R,606.0,15.0,9090
1022,R,430.0,15.0,6450
1023,R,400.0,15.0,6000
1024,R,400.0,15.0,6000
1025,R,400.0,15.0,6000
1026,R,400.0,15.0,6000
1027,R,400.0,15.0,6000
1028,R,400.0,15.0,6000
1029,R,364.0,15.0,5460
1030,R,746.0,15.0,11190
1031,R,372.0,15.0,5580
1032,R,393.0,15.0,5895
1033,R,400.0,15.0,6000
1034,R,400.0,15.0,6000
1035,R,400.0,15.0,6000
1036,R,415.0,15.0,6225
1037,R,400.0,15.0,6000
1038,R,400.0,15.0,6000
1039,R,400.0,15.0,6000
1040,R,400.0,15.0,6000
1041,R,400.0,15.0,6000
1042,R,648.0,15.0,9720
1043,R,458.0,15.0,6870
1044,R,399.0,15.0,5985
1045,R,411.0,15.0,6165
1046,R,377.0,15.0,5655
1047,R,403.0,15.0,6045
1048,R,400.0,15.0,6000
1049,R,400.0,15.0,6000
1050,R,684.0,15.0,10260
1051,R,400.0,15.0,6000
1052,R,400.0,15.0,6000
1053,R,400.0,15.0,6000
1054,R,400.0,15.0,6000
1055,R,400.0,15.0,6000
1056,R,400.0,15.0,6000
1057,R,400.0,15.0,6000
1058,R,518.0,15.0,7770
1059,R,359.0,15.0,5385
1060,R,400.0,15.0,6000
1061,R,400.0,15.0,6000
1062,R,400.0,15.0,6000
1063,R,400.0,15.0,6000
1064,R,625.0,15.0,9375
1065,R,762.0,15.0,11430
1066,R,801.0,15.0,12015
1067,R,691.0,15.0,10365
1068,R,577.0,15.0,8655
1069,R,464.0,15.0,6960
1070,R,400.0,15.0,6000
1071,R,400.0,15.0,6000
1072,R,400.0,15.0,6000
1073,R,400.0,15.0,6000
1074,R,531.0,15.0,7965
1075,R,531.0,15.0,7965
1076,R,400.0,15.0,6000
1077,R,400.0,15.0,6000
1078,R,400.0,15.0,6000
1079,R,400.0,15.0,6000
1080,R,400.0,15.0,6000
1081,R,400.0,15.0,6000
1082,R,400.0,15.0,6000
1083,R,400.0,15.0,6000
1084,R,400.0,15.0,6000
1085,R,367.0,15.0,5505
1086,R,400.0,15.0,6000
1087,R,400.0,15.0,6000
1088,R,400.0,15.0,6000
1089,R,400.0,15.0,6000
1090,R,400.0,15.0,6000
1091,R,400.0,15.0,6000
1092,R,400.0,15.0,6000
1093,R,400.0,15.0,6000
1094,R,534.0,15.0,8010
1095,R,534.0,15.0,8010
1096,R,400.0,15.0,6000
1097,R,400.0,15.0,6000
1098,R,400.0,15.0,6000
1099,R,400.0,15.0,6000
1100,R,400.0,15.0,6000
1101,R,400.0,15.0,6000
1102,R,400.0,15.0,6000
1103,R,400.0,15.0,6000
1104,R,342.0,15.0,5130
1105,R,656.0,15.0,9840
1106,R,393.0,15.0,5895
1107,R,402.0,15.0,6030
1108,R,401.0,15.0,6015
1109,R,401.0,15.0,6015
1110,R,397.0,15.0,5955
1111,R,473.0,15.0,7095
1112,R,575.0,15.0,8625
1113,R,400.0,15.0,6000
1114,R,400.0,15.0,6000
1115,R,400.0,15.0,6000
1116,R,400.0,15.0,6000
1117,R,400.0,15.0,6000
1118,R,400.0,15.0,6000
1119,R,400.0,15.0,6000
1120,R,339.0,15.0,5085
1121,R,398.0,15.0,5970
1122,R,376.0,15.0,5640
1123,R,377.0,15.0,5655
1124,R,399.0,15.0,5985
1125,R,630.0,15.0,9450
1126,R,400.0,15.0,6000
1127,R,400.0,15.0,6000
1128,R,400.0,15.0,6000
1129,R,364.0,15.0,5460
1130,R,746.0,15.0,11190
1131,R,365.0,15.0,5475
1132,R,400.0,15.0,6000
1133,R,400.0,15.0,6000
1134,R,400.0,15.0,6000
1135,R,564.0,15.0,8460
1136,R,400.0,15.0,6000
1137,R,400.0,15.0,6000
1138,R,400.0,15.0,6000
1139,R,400.0,15.0,6000
1140,R,400.0,15.0,6000
1141,R,400.0,15.0,6000
1142,R,400.0,15.0,6000
1143,R,656.0,15.0,9840
1144,R,443.0,15.0,6645
1145,R,411.0,15.0,6165
1146,R,367.0,15.0,5505
1147,R,362.0,15.0,5430
1148,R,363.0,15.0,5445
1149,R,362.0,15.0,5430
1150,R,364.0,15.0,5460
1151,R,362.0,15.0,5430
1152,R,364.0,15.0,5460
1153,R,363.0,15.0,5445
1154,R,363.0,15.0,5445
1155,R,446.0,15.0,6690
1156,R,630.0,15.0,9450
1157,R,399.0,15.0,5985
1158,R,397.0,15.0,5955
1159,R,382.0,15.0,5730
1160,R,375.0,15.0,5625
1161,R,400.0,15.0,6000
1162,R,399.0,15.0,5985
1163,R,397.0,15.0,5955
1164,R,517.0,15.0,7755
1165,R,399.0,15.0,5985
1166,R,399.0,15.0,5985
1167,R,398.0,15.0,5970
1168,R,400.0,15.0,6000
1169,R,400.0,15.0,6000
1170,R,400.0,15.0,6000
1171,R,401.0,15.0,6015
1172,R,400.0,15.0,6000
1173,R,367.0,15.0,5505
1174,R,396.0,15.0,5940
1175,R,376.0,15.0,5640
1176,R,341.0,15.0,5115
1177,R,368.0,15.0,5520
1178,R,368.0,15.0,5520
1179,R,367.0,15.0,5505
1180,R,367.0,15.0,5505
1181,R,373.0,15.0,5595
1182,R,373.0,15.0,5595
1183,R,373.0,15.0,5595
1184,R,375.0,15.0,5625
1185,R,401.0,15.0,6015
1186,R,395.0,15.0,5925
1187,R,400.0,15.0,6000
1188,R,400.0,15.0,6000
1189,R,400.0,15.0,6000
1190,R,409.0,15.0,6135
1191,R,400.0,15.0,6000
1192,R,469.0,15.0,7035
1193,R,566.0,15.0,8490
1194,R,398.0,15.0,5970
1195,R,393.0,15.0,5895
1196,R,402.0,15.0,6030
1197,R,496.0,15.0,7440
1198,R,399.0,15.0,5985
1199,R,399.0,15.0,5985
1200,R,399.0,15.0,5985
1201,R,399.0,15.0,5985
1202,R,790.0,15.0,11850
1203,R,557.0,15.0,8355
1204,R,387.0,15.0,5805
1205,R,393.0,15.0,5895
1206,R,392.0,15.0,5880
1207,R,394.0,15.0,5910
1208,R,400.0,15.0,6000
1209,R,407.0,15.0,6105
1210,R,401.0,15.0,6015
1211,R,404.0,15.0,6060
1212,R,484.0,15.0,7260
1213,R,436.0,15.0,6540
1214,R,400.0,15.0,6000
1215,R,399.0,15.0,5985
1216,R,687.0,15.0,10305
1217,R,486.0,15.0,7290
1218,R,387.0,15.0,5805
1219,R,493.0,15.0,7395
1220,R,400.0,15.0,6000
1221,R,399.0,15.0,5985
1222,R,399.0,15.0,5985
1223,R,399.0,15.0,5985
1224,R,399.0,15.0,5985
1225,R,513.0,15.0,7695
1226,R,622.0,15.0,9330
1227,R,364.0,15.0,5460
1228,R,368.0,15.0,5520
1229,R,367.0,15.0,5505
1230,R,366.0,15.0,5490
1231,R,338.0,15.0,5070
1232,R,378.0,15.0,5670
1233,R,592.0,15.0,8880
1234,R,398.0,15.0,5970
1235,R,398.0,15.0,5970
1236,R,393.0,15.0,5895
1237,R,392.0,15.0,5880
1238,R,393.0,15.0,5895
1239,R,398.0,15.0,5970
1240,R,400.0,15.0,6000
1241,R,399.0,15.0,5985
1242,R,397.0,15.0,5955
1243,R,400.0,15.0,6000
1244,R,389.0,15.0,5835
1245,R,668.0,15.0,10020
1246,R,401.0,15.0,6015
1247,R,399.0,15.0,5985
1248,R,389.0,15.0,5835
1249,R,398.0,15.0,5970
1250,R,398.0,15.0,5970
1251,R,399.0,15.0,5985
1252,R,399.0,15.0,5985
1253,R,399.0,15.0,5985
1254,R,370.0,15.0,5550
1255,G,442.0,15.0,6630
1256,G,400.0,15.0,6000
1257,G,400.0,15.0,6000
1258,G,400.0,15.0,6000
1259,G,400.0,15.0,6000
1260,G,400.0,15.0,6000
1261,G,400.0,15.0,6000
1262,G,400.0,15.0,6000
1263,G,400.0,15.0,6000
1264,G,604.0,15.0,9060
1265,G,406.0,15.0,6090
1266,G,400.0,15.0,6000
1267,G,400.0,15.0,6000
1268,G,400.0,15.0,6000
1269,G,400.0,15.0,6000
1270,G,400.0,15.0,6000
1271,G,400.0,15.0,6000
1272,G,400.0,15.0,6000
1273,G,594.0,15.0,8910
1274,G,401.0,15.0,6015
1275,G,401.0,15.0,6015
1276,G,642.0,15.0,9630
1277,G,400.0,15.0,6000
1278,G,400.0,15.0,6000
1279,G,400.0,15.0,6000
1280,G,400.0,15.0,6000
1281,G,400.0,15.0,6000
1282,G,400.0,15.0,6000
1283,G,400.0,15.0,6000
1284,G,402.0,15.0,6030
1285,G,481.0,15.0,7215
1286,G,400.0,15.0,6000
1287,G,400.0,15.0,6000
1288,G,400.0,15.0,6000
1289,G,400.0,15.0,6000
1290,G,400.0,15.0,6000
1291,G,400.0,15.0,6000
1292,G,400.0,15.0,6000
1293,G,400.0,15.0,6000
1294,G,400.0,15.0,6000
1295,G,400.0,15.0,6000
1296,G,400.0,15.0,6000
1297,G,400.0,15.0,6000
1298,G,342.0,15.0,5130
1299,G,400.0,15.0,6000
1300,G,400.0,15.0,6000
1301,G,400.0,15.0,6000
1302,G,400.0,15.0,6000
1303,G,400.0,15.0,6000
1304,G,407.0,15.0,6105
1305,G,406.0,15.0,6090
1306,G,400.0,15.0,6000
1307,G,400.0,15.0,6000
1308,G,618.0,15.0,9270
1309,G,500.0,15.0,7500
1310,G,400.0,15.0,6000
1311,G,400.0,15.0,6000
1312,G,400.0,15.0,6000
1313,G,400.0,15.0,6000
1314,G,400.0,15.0,6000
1315,G,400.0,15.0,6000
1316,G,400.0,15.0,6000
1317,G,400.0,15.0,6000
1318,G,400.0,15.0,6000
1319,G,400.0,15.0,6000
1320,G,457.0,15.0,6855
1321,G,454.0,15.0,6810
1322,G,454.0,15.0,6810
1323,G,400.0,15.0,6000
1324,G,400.0,15.0,6000
1325,G,400.0,15.0,6000
1326,G,400.0,15.0,6000
1327,G,400.0,15.0,6000
1328,G,310.0,15.0,4650
1329,G,400.0,15.0,6000
1330,G,400.0,15.0,6000
1331,G,400.0,15.0,6000
1332,G,400.0,15.0,6000
1333,G,400.0,15.0,6000
1334,G,457.0,15.0,6855
1335,G,457.0,15.0,6855
1336,G,400.0,15.0,6000
1337,G,400.0,15.0,6000
1338,G,400.0,15.0,6000
1339,G,400.0,15.0,6000
1340,G,400.0,15.0,6000
1341,G,400.0,15.0,6000
1342,G,585.0,15.0,8775
1343,G,569.0,15.0,8535
1344,G,400.0,15.0,6000
1345,G,400.0,15.0,6000
1346,G,405.0,15.0,6075
1347,G,394.0,15.0,5910
1348,G,400.0,15.0,6000
1349,G,400.0,15.0,6000
1350,G,400.0,15.0,6000
1351,G,400.0,15.0,6000
1352,G,400.0,15.0,6000
1353,G,323.0,15.0,4845
1354,G,400.0,15.0,6000
1355,G,399.0,15.0,5985
1356,G,400.0,15.0,6000
1357,G,400.0,15.0,6000
1358,G,400.0,15.0,6000
1359,G,400.0,15.0,6000
1360,G,400.0,15.0,6000
1361,G,400.0,15.0,6000
1362,G,483.0,15.0,7245
1363,G,402.0,15.0,6030
1364,G,402.0,15.0,6030
1365,G,400.0,15.0,6000
1366,G,400.0,15.0,6000
1367,G,400.0,15.0,6000
1368,G,400.0,15.0,6000
1369,G,400.0,15.0,6000
1370,G,400.0,15.0,6000
1371,G,400.0,15.0,6000
1372,G,400.0,15.0,6000
1373,G,407.0,15.0,6105
1374,G,407.0,15.0,6105
1375,G,400.0,15.0,6000
1376,G,400.0,15.0,6000
1377,G,637.0,15.0,9555
1378,G,576.0,15.0,8640
1379,G,400.0,15.0,6000
1380,G,400.0,15.0,6000
1381,G,400.0,15.0,6000
1382,G,400.0,15.0,6000
1383,G,400.0,15.0,6000
1384,G,400.0,15.0,6000
1385,G,402.0,15.0,6030
1386,G,400.0,15.0,6000
1387,G,400.0,15.0,6000
1388,G,400.0,15.0,6000
1389,G,400.0,15.0,6000
1390,G,400.0,15.0,6000
1391,G,400.0,15.0,6000
1392,G,400.0,15.0,6000
1393,G,577.0,15.0,8655
1394,G,637.0,15.0,9555
1395,G,400.0,15.0,6000
1396,G,400.0,15.0,6000
1397,G,411.0,15.0,6165
1398,G,407.0,15.0,6105
1399,G,400.0,15.0,6000
1400,G,400.0,15.0,6000
1401,G,400.0,15.0,6000
1402,G,400.0,15.0,6000
1403,G,400.0,15.0,6000
1404,G,402.0,15.0,6030
1405,G,402.0,15.0,6030
1406,G,400.0,15.0,6000
1407,G,400.0,15.0,6000
1408,G,400.0,15.0,6000
1409,G,400.0,15.0,6000
1410,G,400.0,15.0,6000
1411,G,407.0,15.0,6105
1412,G,402.0,15.0,6030
1413,G,400.0,15.0,6000
1414,G,400.0,15.0,6000
1415,G,400.0,15.0,6000
1416,G,400.0,15.0,6000
1417,G,400.0,15.0,6000
1418,G,400.0,15.0,6000
1419,G,400.0,15.0,6000
1420,G,396.0,15.0,5940
1421,G,339.0,15.0,5085
1422,G,400.0,15.0,6000
1423,G,400.0,15.0,6000
1424,G,400.0,15.0,6000
1425,G,400.0,15.0,6000
1426,G,400.0,15.0,6000
1427,G,398.0,15.0,5970
1428,G,398.0,15.0,5970
1429,G,400.0,15.0,6000
1430,G,400.0,15.0,6000
1431,G,583.0,15.0,8745
1432,G,583.0,15.0,8745
1433,G,400.0,15.0,6000
1434,G,400.0,15.0,6000
1435,G,400.0,15.0,6000
1436,G,400.0,15.0,6000
1437,G,400.0,15.0,6000
1438,G,400.0,15.0,6000
1439,G,404.0,15.0,6060
1440,G,335.0,15.0,5025
1441,G,400.0,15.0,6000
1442,G,400.0,15.0,6000
1443,G,400.0,15.0,6000
1444,G,400.0,15.0,6000
1445,G,400.0,15.0,6000
1446,G,355.0,15.0,5325
1447,G,400.0,15.0,6000
1448,G,400.0,15.0,6000
1449,G,400.0,15.0,6000
1450,G,400.0,15.0,6000
1451,G,400.0,15.0,6000
1452,G,402.0,15.0,6030
1453,G,396.0,15.0,5940
1454,G,400.0,15.0,6000
1455,G,400.0,15.0,6000
1456,G,637.0,15.0,9555
1457,G,488.0,15.0,7320
1458,G,400.0,15.0,6000
1459,G,400.0,15.0,6000
1460,G,400.0,15.0,6000
1461,G,474.0,15.0,7110
1462,G,349.0,15.0,5235
1463,G,412.0,15.0,6180
1464,G,412.0,15.0,6180
1465,G,587.0,15.0,8805
1466,G,417.0,15.0,6255
1467,G,416.0,15.0,6240
1468,G,418.0,15.0,6270
1469,G,400.0,15.0,6000
1470,G,358.0,15.0,5370
1471,G,380.0,15.0,5700
1472,G,380.0,15.0,5700
1473,G,380.0,15.0,5700
1474,G,647.0,15.0,9705
1475,G,386.0,15.0,5790
1476,G,387.0,15.0,5805
1477,G,351.0,15.0,5265
1478,R,889.0,15.0,13335
1479,R,500.0,15.0,7500
1480,R,382.0,15.0,5730
1481,R,382.0,15.0,5730
1482,R,382.0,15.0,5730
1483,R,382.0,15.0,5730
1484,R,382.0,15.0,5730
1485,R,384.0,15.0,5760
1486,R,386.0,15.0,5790
1487,R,393.0,15.0,5895
1488,R,405.0,15.0,6075
1489,R,417.0,15.0,6255
1490,R,477.0,15.0,7155
1491,R,740.0,15.0,11100
1492,R,400.0,15.0,6000
1493,R,400.0,15.0,6000
1494,R,400.0,15.0,6000
1495,R,400.0,15.0,6000
1496,R,400.0,15.0,6000
1497,R,400.0,15.0,6000
1498,R,400.0,15.0,6000
1499,R,400.0,15.0,6000
1500,R,394.0,15.0,5910
1501,R,485.0,15.0,7275
1502,R,451.0,15.0,6765
1503,R,362.0,15.0,5430
1504,R,544.0,15.0,8160
1505,R,404.0,15.0,6060
1506,R,539.0,15.0,8085
1507,R,807.0,15.0,12105
1508,R,539.0,15.0,8085
1509,R,807.0,15.0,12105
1510,R,568.0,15.0,8520
1511,R,405.0,15.0,6075
1512,R,400.0,15.0,6000
1513,R,400.0,15.0,6000
1514,R,400.0,15.0,6000
1515,R,400.0,15.0,6000
1516,R,400.0,15.0,6000
1517,R,400.0,15.0,6000
1518,R,400.0,15.0,6000
1519,R,399.0,15.0,5985
1520,R,371.0,15.0,5565
1521,R,366.0,15.0,5490
1522,R,564.0,15.0,8460
1523,R,626.0,15.0,9390
1524,R,555.0,15.0,8325
1525,R,475.0,15.0,7125
1526,R,408.0,15.0,6120
1527,R,400.0,15.0,6000
1528,R,400.0,15.0,6000
1529,R,425.0,15.0,6375
1530,R,400.0,15.0,6000
1531,R,400.0,15.0,6000
1532,R,400.0,15.0,6000
1533,R,381.0,15.0,5715
1534,R,552.0,15.0,8280
1535,R,400.0,15.0,6000
1536,R,400.0,15.0,6000
1537,R,400.0,15.0,6000
1538,R,400.0,15.0,6000
1539,R,400.0,15.0,6000
1540,R,552.0,15.0,8280
1541,R,381.0,15.0,5715
1542,R,400.0,15.0,6000
1543,R,400.0,15.0,6000
1544,R,400.0,15.0,6000
1545,R,400.0,15.0,6000
1546,R,400.0,15.0,6000
1547,R,774.0,15.0,11610
1548,R,335.0,15.0,5025
1549,R,400.0,15.0,6000
1550,R,400.0,15.0,6000
1551,R,400.0,15.0,6000
1552,R,400.0,15.0,6000
1553,R,400.0,15.0,6000
1554,R,400.0,15.0,6000
1555,R,400.0,15.0,6000
1556,R,400.0,15.0,6000
1557,R,400.0,15.0,6000
1558,R,458.0,15.0,6870
1559,R,643.0,15.0,9645
1560,R,570.0,15.0,8550
1561,R,433.0,15.0,6495
1562,R,400.0,15.0,6000
1563,R,400.0,15.0,6000
1564,R,400.0,15.0,6000
1565,R,400.0,15.0,6000
1566,R,400.0,15.0,6000
1567,R,880.0,15.0,13200
1568,R,400.0,15.0,6000
1569,R,400.0,15.0,6000
1570,R,400.0,15.0,6000
1571,R,400.0,15.0,6000
1572,R,400.0,15.0,6000
1573,R,381.0,15.0,5715
1574,R,369.0,15.0,5535
1575,R,400.0,15.0,6000
1576,R,400.0,15.0,6000
1577,R,400.0,15.0,6000
1578,R,400.0,15.0,6000
1579,R,400.0,15.0,6000
1580,R,400.0,15.0,6000
1581,R,873.0,15.0,13095
1582,R,400.0,15.0,6000
1583,R,400.0,15.0,6000
1584,R,400.0,15.0,6000
1585,R,400.0,15.0,6000
1586,R,400.0,15.0,6000
1587,R,400.0,15.0,6000
1588,R,400.0,15.0,6000
1589,R,400.0,15.0,6000
1590,R,400.0,15.0,6000
1591,R,582.0,15.0,8730
1592,R,400.0,15.0,6000
1593,R,387.0,15.0,5805
1594,R,563.0,15.0,8445
1595,R,351.0,15.0,5265
1596,R,558.0,15.0,8370
1597,R,400.0,15.0,6000
1598,R,400.0,15.0,6000
1599,R,400.0,15.0,6000
1600,R,418.0,15.0,6270
1601,R,400.0,15.0,6000
1602,R,400.0,15.0,6000
1603,R,400.0,15.0,6000
1604,R,400.0,15.0,6000
1605,R,400.0,15.0,6000
1606,R,400.0,15.0,6000
1607,R,400.0,15.0,6000
1608,R,400.0,15.0,6000
1609,R,400.0,15.0,6000
1610,R,400.0,15.0,6000
1611,R,400.0,15.0,6000
1612,R,507.0,15.0,7605
1613,R,400.0,15.0,6000
1614,R,400.0,15.0,6000
1615,R,400.0,15.0,6000
1616,R,400.0,15.0,6000
1617,R,400.0,15.0,6000
1618,R,400.0,15.0,6000
1619,R,400.0,15.0,6000
1620,R,385.0,15.0,5775
1621,R,380.0,15.0,5700
1622,R,539.0,15.0,8085
1623,R,480.0,15.0,7200
1624,R,406.0,15.0,6090
1625,R,400.0,15.0,6000
1626,R,400.0,15.0,6000
1627,R,400.0,15.0,6000
1628,R,400.0,15.0,6000
1629,R,400.0,15.0,6000
1630,R,400.0,15.0,6000
1631,R,400.0,15.0,6000
1632,R,602.0,15.0,9030
1633,R,616.0,15.0,9240
1634,R,400.0,15.0,6000
1635,R,400.0,15.0,6000
1636,R,400.0,15.0,6000
1637,R,400.0,15.0,6000
1638,R,400.0,15.0,6000
1639,R,400.0,15.0,6000
1640,R,400.0,15.0,6000
1641,R,400.0,15.0,6000
1642,R,400.0,15.0,6000
1643,R,424.0,15.0,6360
1644,R,642.0,15.0,9630
1645,R,400.0,15.0,6000
1646,R,400.0,15.0,6000
1647,R,400.0,15.0,6000
1648,R,400.0,15.0,6000
1649,R,400.0,15.0,6000
1650,R,400.0,15.0,6000
1651,R,400.0,15.0,6000
1652,R,400.0,15.0,6000
1653,R,400.0,15.0,6000
1654,R,400.0,15.0,6000
1655,R,400.0,15.0,6000
1656,R,286.0,15.0,4290
1657,R,306.0,15.0,4590
1658,R,400.0,15.0,6000
1659,R,400.0,15.0,6000
1660,R,400.0,15.0,6000
1661,R,400.0,15.0,6000
1662,R,400.0,15.0,6000
1663,R,400.0,15.0,6000
1664,R,400.0,15.0,6000
1665,R,400.0,15.0,6000
1666,R,400.0,15.0,6000
1667,R,400.0,15.0,6000
1668,R,400.0,15.0,6000
1669,R,607.0,15.0,9105
1670,R,616.0,15.0,9240
1671,R,400.0,15.0,6000
1672,R,400.0,15.0,6000
1673,R,400.0,15.0,6000
1674,R,400.0,15.0,6000
1675,R,400.0,15.0,6000
1676,R,400.0,15.0,6000
1677,R,400.0,15.0,6000
1678,R,400.0,15.0,6000
1679,R,400.0,15.0,6000
1680,R,400.0,15.0,6000
1681,R,400.0,15.0,6000
1682,R,337.0,15.0,5055
1683,R,357.0,15.0,5355
1684,R,400.0,15.0,6000
1685,R,400.0,15.0,6000
1686,R,400.0,15.0,6000
1687,R,400.0,15.0,6000
1688,R,400.0,15.0,6000
1689,R,400.0,15.0,6000
1690,R,400.0,15.0,6000
1691,R,400.0,15.0,6000
1692,R,400.0,15.0,6000
1693,R,400.0,15.0,6000
1694,R,400.0,15.0,6000
1695,R,400.0,15.0,6000
1696,R,627.0,15.0,9405
1697,R,400.0,15.0,6000
1698,R,400.0,15.0,6000
1699,R,400.0,15.0,6000
1700,R,400.0,15.0,6000
1701,R,400.0,15.0,6000
1702,R,400.0,15.0,6000
1703,R,400.0,15.0,6000
1704,R,400.0,15.0,6000
1705,R,400.0,15.0,6000
1706,R,400.0,15.0,6000
1707,R,388.0,15.0,5820
1708,R,407.0,15.0,6105
1709,R,400.0,15.0,6000
1710,R,400.0,15.0,6000
1711,R,400.0,15.0,6000
1712,R,400.0,15.0,6000
1713,R,400.0,15.0,6000
1714,R,400.0,15.0,6000
1715,R,400.0,15.0,6000
1716,R,400.0,15.0,6000
1717,R,400.0,15.0,6000
1718,R,400.0,15.0,6000
1719,R,617.0,15.0,9255
1720,R,387.0,15.0,5805
1721,R,400.0,15.0,6000
1722,R,400.0,15.0,6000
1723,R,400.0,15.0,6000
1724,R,489.0,15.0,7335
1725,R,621.0,15.0,9315
1726,R,384.0,15.0,5760
1727,R,384.0,15.0,5760
1728,R,384.0,15.0,5760
1729,R,384.0,15.0,5760
1730,R,384.0,15.0,5760
1731,R,384.0,15.0,5760
1732,R,384.0,15.0,5760
1733,R,384.0,15.0,5760
1734,R,384.0,15.0,5760
1735,R,661.0,15.0,9915
1736,R,384.0,15.0,5760
1737,R,366.0,15.0,5490
1738,R,360.0,15.0,5400
1739,R,386.0,15.0,5790
1740,R,414.0,15.0,6210
1741,R,386.0,15.0,5790
1742,R,386.0,15.0,5790
1743,R,386.0,15.0,5790
1744,R,384.0,15.0,5760
1745,R,386.0,15.0,5790
1746,R,386.0,15.0,5790
1747,R,383.0,15.0,5745
1748,R,488.0,15.0,7320
1749,R,568.0,15.0,8520
1750,R,400.0,15.0,6000
1751,R,400.0,15.0,6000
1752,R,406.0,15.0,6090
1753,R,389.0,15.0,5835
1754,R,400.0,15.0,6000
1755,R,400.0,15.0,6000
1756,R,400.0,15.0,6000
1757,R,400.0,15.0,6000
1758,R,394.0,15.0,5910
1759,R,388.0,15.0,5820
1760,R,388.0,15.0,5820
1761,R,388.0,15.0,5820
1762,R,388.0,15.0,5820
1763,R,388.0,15.0,5820
1764,R,388.0,15.0,5820
1765,R,388.0,15.0,5820
1766,R,388.0,15.0,5820
1767,R,388.0,15.0,5820
1768,R,607.0,15.0,9105
1769,R,594.0,15.0,8910
1770,R,378.0,15.0,5670
1771,R,379.0,15.0,5685
1772,R,381.0,15.0,5715
1773,R,381.0,15.0,5715
1774,R,382.0,15.0,5730
1775,R,382.0,15.0,5730
1776,R,383.0,15.0,5745
1777,R,384.0,15.0,5760
1778,R,385.0,15.0,5775
1779,R,602.0,15.0,9030
1780,R,362.0,15.0,5430
1781,R,362.0,15.0,5430
1782,R,362.0,15.0,5430
1783,R,362.0,15.0,5430
1784,R,373.0,15.0,5595
1785,R,457.0,15.0,6855
1786,R,400.0,15.0,6000
1787,R,400.0,15.0,6000
1788,R,400.0,15.0,6000
1789,R,400.0,15.0,6000
1790,R,400.0,15.0,6000
1791,R,627.0,15.0,9405
1792,L3,635.0,15.0,9525
1793,L3,500.0,15.0,7500
1794,L3,500.0,15.0,7500
1795,L3,500.0,15.0,7500
1796,L3,500.0,15.0,7500
1797,L3,500.0,15.0,7500
1798,L3,500.0,15.0,7500
1799,L3,500.0,15.0,7500
1800,L3,500.0,15.0,7500
1801,L3,500.0,15.0,7500
1802,L3,500.0,15.0,7500
1803,L3,500.0,15.0,7500
